DCC_freq,I_com,R_in,tau_M,data,ripple_amp,relDCCfreq,ripple_amp_AU
4.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1471.61333454 1470.95942949
 1470.30581501] uV",49.96654099 uV,20.0,0.049966540989775356
4.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.35806667 7.35479715 7.35152908] mV,249.83270495 uV,20.0,0.24983270494888415
4.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.71613335 14.70959429
 14.70305815] mV",0.49966541 mV,20.0,0.4996654098977683
4.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2415.11595021 2412.4339783
 2409.75498471] uV",206.41429408 uV,8.0,0.20641429408449746
4.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.07557975 12.06216989
 12.04877492] mV",1.03207147 mV,8.0,1.0320714704224743
4.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.1511595  24.12433978
 24.09754985] mV",2.06414294 mV,8.0,2.0641429408449485
4.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2436.10357457 2434.29972158
 2432.49720429] uV",137.63501135 uV,12.0,0.1376350113473086
4.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.18051787 12.17149861
 12.16248602] mV",0.68817506 mV,12.0,0.6881750567365834
4.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.36103575 24.34299722
 24.32497204] mV",1.37635011 mV,12.0,1.3763501134731668
4.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2446.53968737 2445.18087614
 2443.82281959] uV",103.32808607 uV,16.0,0.10332808606887574
4.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.23269844 12.22590438
 12.2191141 ] mV",0.51664043 mV,16.0,0.5166404303442972
4.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.46539687 24.45180876
 24.4382282 ] mV",1.03328086 mV,16.0,1.0332808606885944
4.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2452.6888909  2451.59904916
 2450.50969168] uV",83.27756832 uV,20.0,0.08327756831629732
4.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.26344445 12.25799525
 12.25254846] mV",0.41638784 mV,20.0,0.41638784158148573
4.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.52688891 24.51599049
 24.50509692] mV",0.83277568 mV,20.0,0.8327756831629715
4.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.8302319  4.82486796 4.81950997] mV,0.41282859 mV,8.0,0.4128285881689949
4.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.1511595  24.12433978
 24.09754985] mV",2.06414294 mV,8.0,2.0641429408449485
4.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 48.302319   48.24867957
 48.19509969] mV",4.12828588 mV,8.0,4.128285881689897
4.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.87220715 4.86859944 4.86499441] mV,275.27002269 uV,12.0,0.2752700226946172
4.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.36103575 24.34299722
 24.32497204] mV",1.37635011 mV,12.0,1.3763501134731668
4.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 48.72207149 48.68599443
 48.64994409] mV",2.75270023 mV,12.0,2.7527002269463337
4.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.89307937 4.89036175 4.88764564] mV,206.65617214 uV,16.0,0.20665617213775148
4.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.46539687 24.45180876
 24.4382282 ] mV",1.03328086 mV,16.0,1.0332808606885944
4.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 48.93079375 48.90361752
 48.87645639] mV",2.06656172 mV,16.0,2.0665617213771887
4.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.90537778 4.9031981  4.90101938] mV,166.55513663 uV,20.0,0.16655513663259464
4.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.52688891 24.51599049
 24.50509692] mV",0.83277568 mV,20.0,0.8327756831629715
4.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 49.05377782 49.03198098
 49.01019383] mV",1.66555137 mV,20.0,1.665551366325943
5.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1405.83949523 1404.27831883
 1402.71887611] uV",98.25989878 uV,10.0,0.09825989877587822
5.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.02919748 7.02139159 7.01359438] mV,0.49129949 mV,10.0,0.49129949387940064
5.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.05839495 14.04278319
 14.02718876] mV",0.98259899 mV,10.0,0.9825989877588013
5.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1420.52593121 1419.47407941
 1418.42300646] uV",65.51542938 uV,15.0,0.06551542937717264
5.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.10262966 7.0973704  7.09211503] mV,0.32757715 mV,15.0,0.3275771468858003
5.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.20525931 14.19474079
 14.18423006] mV",0.65515429 mV,15.0,0.6551542937716006
5.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1427.87696723 1427.08392256
 1426.29131835] uV",49.19587558 uV,20.0,0.049195875580502556
5.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.13938484 7.13541961 7.13145659] mV,245.9793779 uV,20.0,0.24597937790247354
5.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.27876967 14.27083923
 14.26291318] mV",0.49195876 mV,20.0,0.4919587558049471
5.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1432.23504018 1431.59863271
 1430.96250802] uV",39.72308502 uV,25.0,0.03972308502011982
5.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.1611752  7.15799316 7.15481254] mV,198.6154251 uV,25.0,0.19861542510057026
5.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.3223504  14.31598633
 14.30962508] mV",0.39723085 mV,25.0,0.3972308502011405
5.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2343.06582539 2340.46386472
 2337.86479351] uV",163.76649796 uV,10.0,0.16376649795980194
5.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 11.71532913 11.70231932
 11.68932397] mV",0.81883249 mV,10.0,0.8188324897990071
5.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 23.43065825 23.40463865
 23.37864794] mV",1.63766498 mV,10.0,1.6376649795980143
5.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2367.54321869 2365.79013234
 2364.0383441 ] uV",109.1923823 uV,15.0,0.10919238229526676
5.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 11.83771609 11.82895066
 11.82019172] mV",0.54596191 mV,15.0,0.545961911476392
5.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 23.67543219 23.65790132
 23.64038344] mV",1.09192382 mV,15.0,1.091923822952784
5.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2379.79494538 2378.47320427
 2377.15219724] uV",81.99312597 uV,20.0,0.08199312596748973
5.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 11.89897473 11.89236602
 11.88576099] mV",0.40996563 mV,20.0,0.4099656298374131
5.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 23.79794945 23.78473204
 23.77152197] mV",0.81993126 mV,20.0,0.8199312596748262
5.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2387.0584003  2385.99772118
 2384.93751337] uV",66.2051417 uV,25.0,0.06620514170019429
5.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 11.935292   11.92998861
 11.92468757] mV",0.33102571 mV,25.0,0.33102570850095797
5.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 23.870584   23.85997721
 23.84937513] mV",0.66205142 mV,25.0,0.6620514170019159
5.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.68613165 4.68092773 4.67572959] mV,0.327533 mV,10.0,0.3275329959196039
5.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 23.43065825 23.40463865
 23.37864794] mV",1.63766498 mV,10.0,1.6376649795980143
5.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 46.86131651 46.80927729
 46.75729587] mV",3.27532996 mV,10.0,3.2753299591960285
5.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.73508644 4.73158026 4.72807669] mV,218.38476459 uV,15.0,0.21838476459053352
5.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 23.67543219 23.65790132
 23.64038344] mV",1.09192382 mV,15.0,1.091923822952784
5.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 47.35086437 47.31580265
 47.28076688] mV",2.18384765 mV,15.0,2.183847645905568
5.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.75958989 4.75694641 4.75430439] mV,163.98625193 uV,20.0,0.16398625193497945
5.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 23.79794945 23.78473204
 23.77152197] mV",0.81993126 mV,20.0,0.8199312596748262
5.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 47.59589891 47.56946409
 47.54304394] mV",1.63986252 mV,20.0,1.6398625193496523
5.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.7741168  4.77199544 4.76987503] mV,132.4102834 uV,25.0,0.13241028340038857
5.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 23.870584   23.85997721
 23.84937513] mV",0.66205142 mV,25.0,0.6620514170019159
5.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 47.74116801 47.71995442
 47.69875027] mV",1.32410283 mV,25.0,1.3241028340038319
6.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1463.40143863 1461.77634003
 1460.15304609] uV",83.32262137 uV,12.0,0.08332262137424896
6.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.31700719 7.3088817  7.30076523] mV,0.41661311 mV,12.0,0.4166131068712572
6.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.63401439 14.6177634
 14.60153046] mV",0.83322621 mV,12.0,0.8332262137425144
6.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1475.58488804 1474.49226692
 1473.40045485] uV",55.55467673 uV,18.0,0.05555467673430377
6.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.37792444 7.37246133 7.36700227] mV,277.77338367 uV,18.0,0.2777733836714681
6.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.75584888 14.74492267
 14.73400455] mV",0.55554677 mV,18.0,0.5555467673429362
6.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1481.67745257 1480.85452704
 1480.03205857] uV",41.72681562 uV,24.0,0.041726815617674266
6.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.40838726 7.40427264 7.40016029] mV,208.63407809 uV,24.0,0.20863407808835097
6.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.81677453 14.80854527
 14.80032059] mV",0.41726816 mV,24.0,0.41726815617670193
6.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1485.27624352 1484.61626742
 1483.95658458] uV",33.7614029 uV,30.0,0.03376140290141903
6.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.42638122 7.42308134 7.41978292] mV,168.80701451 uV,30.0,0.16880701450708563
6.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.85276244 14.84616267
 14.83956585] mV",0.33761403 mV,30.0,0.33761402901417126
6.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2439.00239771 2436.29390005
 2433.58841016] uV",138.87103562 uV,12.0,0.13887103562376266
6.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.19501199 12.1814695
 12.16794205] mV",0.69435518 mV,12.0,0.6943551781186975
6.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.39002398 24.362939
 24.3358841 ] mV",1.38871036 mV,12.0,1.388710356237395
6.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2459.30814674 2457.48711154
 2455.66742476] uV",92.59112789 uV,18.0,0.09259112789048807
6.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.29654073 12.28743556
 12.27833712] mV",0.46295564 mV,18.0,0.46295563945246593
6.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.59308147 24.57487112
 24.55667425] mV",0.92591128 mV,18.0,0.9259112789049319
6.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2469.46242095 2468.09087841
 2466.72009762] uV",69.5446927 uV,24.0,0.0695446926961183
6.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.3473121  12.34045439
 12.33360049] mV",0.34772346 mV,24.0,0.3477234634805086
6.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.69462421 24.68090878
 24.66720098] mV",0.69544693 mV,24.0,0.6954469269610172
6.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2475.46040587 2474.3604457
 2473.26097429] uV",56.26900484 uV,30.0,0.056269004835696794
6.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.37730203 12.37180223
 12.36630487] mV",281.34502418 uV,30.0,0.2813450241784844
6.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.75460406 24.74360446
 24.73260974] mV",0.56269005 mV,30.0,0.5626900483569688
6.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.8780048  4.8725878  4.86717682] mV,277.74207125 uV,12.0,0.2777420712475253
6.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.39002398 24.362939
 24.3358841 ] mV",1.38871036 mV,12.0,1.388710356237395
6.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 48.78004795 48.725878
 48.6717682 ] mV",2.77742071 mV,12.0,2.77742071247479
6.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.91861629 4.91497422 4.91133485] mV,185.18225578 uV,18.0,0.18518225578097613
6.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.59308147 24.57487112
 24.55667425] mV",0.92591128 mV,18.0,0.9259112789049319
6.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 49.18616293 49.14974223
 49.1133485 ] mV",1.85182256 mV,18.0,1.8518225578098637
6.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.93892484 4.93618176 4.9334402 ] mV,139.08938539 uV,24.0,0.1390893853922366
6.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.69462421 24.68090878
 24.66720098] mV",0.69544693 mV,24.0,0.6954469269610172
6.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 49.38924842 49.36181757
 49.33440195] mV",1.39089385 mV,24.0,1.3908938539220344
6.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.95092081 4.94872089 4.94652195] mV,112.53800967 uV,30.0,0.11253800967139359
6.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.75460406 24.74360446
 24.73260974] mV",0.56269005 mV,30.0,0.5626900483569688
6.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 49.50920812 49.48720891
 49.46521949] mV",1.1253801 mV,30.0,1.1253800967139376
7.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1491.95046534 1490.29366321
 1488.63870096] uV",70.5403247 uV,14.0,0.07054032470038811
7.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.45975233 7.45146832 7.4431935 ] mV,0.35270162 mV,14.0,0.35270162350194667
7.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.91950465 14.90293663
 14.88638701] mV",0.70540325 mV,14.0,0.7054032470038933
7.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1486.86543836 1485.76446438
 1484.66430562] uV",47.03149456 uV,21.0,0.0470314945625566
7.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.43432719 7.42882232 7.42332153] mV,235.15747281 uV,21.0,0.23515747281275048
7.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.86865438 14.85764464
 14.84664306] mV",0.47031495 mV,21.0,0.47031494562550097
7.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1484.30085507 1483.4764725
 1482.6525478 ] uV",35.33162955 uV,28.0,0.03533162955101526
7.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.42150428 7.41738236 7.41326274] mV,176.65814776 uV,28.0,0.17665814775504052
7.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.84300855 14.83476473
 14.82652548] mV",0.3533163 mV,28.0,0.35331629551008104
7.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1482.69896475 1482.04013385
 1481.3815957 ] uV",28.63174085 uV,35.0,0.028631740853529663
7.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.41349482 7.41020067 7.40690798] mV,143.15870427 uV,35.0,0.14315870426761731
7.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.82698965 14.82040134
 14.81381596] mV",286.31740854 uV,35.0,0.28631740853523463
7.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2486.58410889 2483.82277202
 2481.0645016 ] uV",117.56720783 uV,14.0,0.11756720783398597
7.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 12.43292054 12.41911386
 12.40532251] mV",0.58783604 mV,14.0,0.5878360391699134
7.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 24.86584109 24.83822772
 24.81064502] mV",1.17567208 mV,14.0,1.175672078339827
7.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2478.10906394 2476.27410729
 2474.44050937] uV",78.38582427 uV,21.0,0.07838582427092435
7.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.39054532 12.38137054
 12.37220255] mV",0.39192912 mV,21.0,0.3919291213546026
7.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.78109064 24.76274107
 24.74440509] mV",0.78385824 mV,21.0,0.7838582427092052
7.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2473.83475846 2472.46078751
 2471.08757966] uV",58.88604925 uV,28.0,0.05888604925169058
7.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.36917379 12.36230394
 12.3554379 ] mV",294.43024626 uV,28.0,0.2944302462583887
7.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.73834758 24.72460788
 24.7108758 ] mV",0.58886049 mV,28.0,0.5888604925167774
7.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2471.16494125 2470.06688975
 2468.96932617] uV",47.71956809 uV,35.0,0.04771956808922268
7.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.35582471 12.35033445
 12.34484663] mV",238.59784045 uV,35.0,0.2385978404460861
7.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.71164941 24.7006689
 24.68969326] mV",0.47719568 mV,35.0,0.4771956808921722
7.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.97316822 4.96764554 4.962129  ] mV,235.13441567 uV,14.0,0.23513441566797194
7.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 24.86584109 24.83822772
 24.81064502] mV",1.17567208 mV,14.0,1.175672078339827
7.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 49.73168218 49.67645544
 49.62129003] mV",2.35134416 mV,14.0,2.351344156679654
7.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.95621813 4.95254821 4.94888102] mV,156.77164854 uV,21.0,0.1567716485418487
7.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.78109064 24.76274107
 24.74440509] mV",0.78385824 mV,21.0,0.7838582427092052
7.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 49.56218128 49.52548215
 49.48881019] mV",1.56771649 mV,21.0,1.5677164854184105
7.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.94766952 4.94492158 4.94217516] mV,117.7720985 uV,28.0,0.11777209850338116
7.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.73834758 24.72460788
 24.7108758 ] mV",0.58886049 mV,28.0,0.5888604925167774
7.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 49.47669517 49.44921575
 49.42175159] mV",1.17772099 mV,28.0,1.1777209850335548
7.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.94232988 4.94013378 4.93793865] mV,95.43913618 uV,35.0,0.09543913617844536
7.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.71164941 24.7006689
 24.68969326] mV",0.47719568 mV,35.0,0.4771956808921722
7.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 49.42329883 49.4013378
 49.37938652] mV",0.95439136 mV,35.0,0.9543913617843444
8.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1439.80598867 1438.20709268
 1436.60997225] uV",61.06713415 uV,16.0,0.061067134147044316
8.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.19902994 7.19103546 7.18304986] mV,305.33567074 uV,16.0,0.3053356707352116
8.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.39805989 14.38207093
 14.36609972] mV",0.61067134 mV,16.0,0.6106713414704232
8.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1442.05640765 1440.98861324
 1439.92160951] uV",40.71518404 uV,24.0,0.04071518403553375
8.0,5,1.5,3.0,[0.         0.0166605  0.03330865 ... 7.21028204 7.20494307 7.19960805] mV,203.57592018 uV,24.0,0.2035759201776434
8.0,10,1.5,3.0,"[ 0.          0.03332099  0.06661731 ... 14.42056408 14.40988613
 14.3992161 ] mV",0.40715184 mV,24.0,0.4071518403552868
8.0,1,1.5,4.0,"[   0.            2.49930568    4.99722325 ... 1443.16032302 1442.35878996
 1441.55770206] uV",30.59359692 uV,32.0,0.03059359692255889
8.0,5,1.5,4.0,[0.         0.01249653 0.02498612 ... 7.21580162 7.21179395 7.20778851] mV,152.96798461 uV,32.0,0.1529679846127936
8.0,10,1.5,4.0,"[ 0.          0.02499306  0.04997223 ... 14.43160323 14.4235879
 14.41557702] mV",305.93596923 uV,32.0,0.3059359692255872
8.0,1,1.5,5.0,"[   0.            1.99955562    3.99822275 ... 1443.76081013 1443.11928123
 1442.4780374 ] uV",24.83676262 uV,40.0,0.024836762617676124
8.0,5,1.5,5.0,[0.         0.00999778 0.01999111 ... 7.21880405 7.21559641 7.21239019] mV,124.18381309 uV,40.0,0.12418381308840122
8.0,10,1.5,5.0,"[ 0.          0.01999556  0.03998223 ... 14.4376081  14.43119281
 14.42478037] mV",248.36762618 uV,40.0,0.24836762617680244
8.0,1,2.5,2.0,"[   0.            8.32870542   16.64816186 ... 2399.67664779 2397.01182113
 2394.34995375] uV",101.77855691 uV,16.0,0.1017785569117414
8.0,5,2.5,2.0,"[ 0.          0.04164353  0.08324081 ... 11.99838324 11.98505911
 11.97174977] mV",0.50889278 mV,16.0,0.5088927845586632
8.0,10,2.5,2.0,"[ 0.          0.08328705  0.16648162 ... 23.99676648 23.97011821
 23.94349954] mV",1.01778557 mV,16.0,1.0177855691173263
8.0,1,2.5,3.0,"[   0.            5.55349845   11.10288472 ... 2403.42734608 2401.64768874
 2399.86934918] uV",67.85864006 uV,24.0,0.06785864005921273
8.0,5,2.5,3.0,"[ 0.          0.02776749  0.05551442 ... 12.01713673 12.00823844
 11.99934675] mV",0.3392932 mV,24.0,0.3392932002961122
8.0,10,2.5,3.0,"[ 0.          0.05553498  0.11102885 ... 24.03427346 24.01647689
 23.99869349] mV",0.6785864 mV,24.0,0.6785864005922244
8.0,1,2.5,4.0,"[   0.            4.16550947    8.32870542 ... 2405.26720504 2403.9313166
 2402.59617011] uV",50.9893282 uV,32.0,0.05098932820425672
8.0,5,2.5,4.0,"[ 0.          0.02082755  0.04164353 ... 12.02633603 12.01965658
 12.01298085] mV",254.94664102 uV,32.0,0.25494664102121767
8.0,10,2.5,4.0,"[ 0.          0.04165509  0.08328705 ... 24.05267205 24.03931317
 24.0259617 ] mV",0.50989328 mV,32.0,0.5098932820424353
8.0,1,2.5,5.0,"[   0.            3.3325927     6.66370458 ... 2406.26801689 2405.19880206
 2404.13006233] uV",41.39460436 uV,40.0,0.04139460436280084
8.0,5,2.5,5.0,"[ 0.          0.01666296  0.03331852 ... 12.03134008 12.02599401
 12.02065031] mV",206.97302181 uV,40.0,0.20697302181400984
8.0,10,2.5,5.0,"[ 0.          0.03332593  0.06663705 ... 24.06268017 24.05198802
 24.04130062] mV",0.41394604 mV,40.0,0.4139460436280197
8.0,1,5.0,2.0,[0.         0.01665741 0.03329632 ... 4.7993533  4.79402364 4.78869991] mV,203.55711382 uV,16.0,0.2035571138234828
8.0,5,5.0,2.0,"[ 0.          0.08328705  0.16648162 ... 23.99676648 23.97011821
 23.94349954] mV",1.01778557 mV,16.0,1.0177855691173263
8.0,10,5.0,2.0,"[ 0.          0.16657411  0.33296324 ... 47.99353296 47.94023642
 47.88699908] mV",2.03557114 mV,16.0,2.0355711382346526
8.0,1,5.0,3.0,[0.         0.011107   0.02220577 ... 4.80685469 4.80329538 4.7997387 ] mV,135.71728012 uV,24.0,0.13571728011842546
8.0,5,5.0,3.0,"[ 0.          0.05553498  0.11102885 ... 24.03427346 24.01647689
 23.99869349] mV",0.6785864 mV,24.0,0.6785864005922244
8.0,10,5.0,3.0,"[ 0.          0.11106997  0.22205769 ... 48.06854692 48.03295377
 47.99738698] mV",1.3571728 mV,24.0,1.3571728011844488
8.0,1,5.0,4.0,[0.         0.00833102 0.01665741 ... 4.81053441 4.80786263 4.80519234] mV,101.97865641 uV,32.0,0.10197865640851345
8.0,5,5.0,4.0,"[ 0.          0.04165509  0.08328705 ... 24.05267205 24.03931317
 24.0259617 ] mV",0.50989328 mV,32.0,0.5098932820424353
8.0,10,5.0,4.0,"[ 0.          0.08331019  0.16657411 ... 48.1053441  48.07862633
 48.0519234 ] mV",1.01978656 mV,32.0,1.0197865640848707
8.0,1,5.0,5.0,[0.         0.00666519 0.01332741 ... 4.81253603 4.8103976  4.80826012] mV,82.78920873 uV,40.0,0.08278920872560168
8.0,5,5.0,5.0,"[ 0.          0.03332593  0.06663705 ... 24.06268017 24.05198802
 24.04130062] mV",0.41394604 mV,40.0,0.4139460436280197
8.0,10,5.0,5.0,"[ 0.          0.06665185  0.13327409 ... 48.12536034 48.10397604
 48.08260125] mV",0.82789209 mV,40.0,0.8278920872560394
9.0,1,1.5,2.0,"[   0.            4.99722325    9.98889711 ... 1417.60967986 1416.03543274
 1414.46293381] uV",54.39695851 uV,18.0,0.05439695850751073
9.0,5,1.5,2.0,[0.         0.02498612 0.04994449 ... 7.0880484  7.08017716 7.07231467] mV,271.98479254 uV,18.0,0.27198479253758795
9.0,10,1.5,2.0,"[ 0.          0.04997223  0.09988897 ... 14.1760968  14.16035433
 14.14462934] mV",0.54396959 mV,18.0,0.5439695850751759
9.0,1,1.5,3.0,"[   0.            3.33209907    6.66173083 ... 1425.07063788 1424.01542087
 1422.96098521] uV",36.26798326 uV,27.0,0.036267983256985145
